Product_Name,My_Price,gstore_URL,gstore_Price,usmobi_URL,usmobi_Price,alta_URL,alta_Price,myphones_URL,myphones_variant,myphones_Price,Last_Updated
iPhone 15 128GB,,https://gstore.ge/product/smartphones/brands/apple/iphone-15-128gb-black/,1680.0,https://usmobi.ge/product/iphone-15-128gb-black/,1680.0,https://alta.ge/mobiluri-telefonebi/apple-iphone-15-128gb-black-p29624,2179.0 (OOS),https://myphones.ge/product/apple-iphone-15/,128GB|Black,1550.0,2026-07-09 18:14
iPhone 16 Pro 128GB,,https://gstore.ge/product/smartphones/brands/apple/iphone-16-pro-128gb-black-titanum-2/,2880.0,https://usmobi.ge/product/iphone-16-pro/,2590.0,https://alta.ge/mobiluri-telefonebi/apple-iphone-16-pro-128gb-black-titanium-p38395,3399.0 (OOS),https://myphones.ge/product/apple-iphone-16-pro/,128|Black,2600.0,2026-07-09 18:14
